date_time, gnd_id
2020-10-26 23:16:21.2232017, 35140
2020-10-26 23:23:25.449232434, 38140
2020-10-26 23:37:5.794233240, 37122
2020-10-26 23:43:31.724233620, 30097
2020-10-26 23:50:7.616234009, 29082
2020-10-27 1:1:1.234593, 38140
2020-10-27 1:13:48.155235348, 37122
2020-10-27 1:21:27.887235799, 30097
2020-10-27 1:27:9.934236135, 29082
2020-10-27 2:25:44.775239533, 22115
2020-10-27 2:38:26.645240282, 38140
