date_time, gnd_id
2020-10-26 23:16:25.517776510, 35140
2020-10-26 23:23:53.734776951, 38140
2020-10-26 23:37:18.182777742, 37122
2020-10-26 23:44:1.217778138, 30097
2020-10-26 23:50:28.26778519, 29082
2020-10-27 1:1:1.779082, 35140
2020-10-27 1:1:13.936779094, 38140
2020-10-27 1:14:2.170779850, 37122
2020-10-27 1:21:55.558780316, 30097
2020-10-27 2:39:1.784805, 38140
