date_time, gnd_id
2020-10-26 23:16:29.147548788, 35140
2020-10-26 23:24:6.957549237, 38140
2020-10-26 23:37:25.399550023, 37122
2020-10-26 23:44:17.636550428, 30097
2020-10-26 23:50:38.953550803, 29082
2020-10-27 1:1:1.551356, 35140
2020-10-27 1:1:24.3551379, 38140
2020-10-27 1:14:10.371552132, 37122
2020-10-27 1:22:8.777552602, 30097
2020-10-27 2:39:20.410557098, 38140
2020-10-27 4:21:1.305562979, 38140
