date_time, camera_state, computer_state, rx_state, tx_state
2020-10-26 22:49:38.192547263, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:38.224547263, READOUT, OFF, OFF, OFF
2020-10-26 22:49:39.63547264, OFF, WORK, OFF, OFF
2020-10-26 22:49:39.108547264, OFF, OFF, OFF, OFF
2020-10-26 22:49:40.109547265, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:40.140547265, READOUT, OFF, OFF, OFF
2020-10-26 22:49:40.979547265, OFF, WORK, OFF, OFF
2020-10-26 22:49:41.24547266, OFF, OFF, OFF, OFF
2020-10-26 22:49:42.26547267, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:42.57547267, READOUT, OFF, OFF, OFF
2020-10-26 22:49:42.896547267, OFF, WORK, OFF, OFF
2020-10-26 22:49:42.941547267, OFF, OFF, OFF, OFF
2020-10-26 22:49:43.984547268, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:44.16547269, READOUT, OFF, OFF, OFF
2020-10-26 22:49:44.855547269, OFF, WORK, OFF, OFF
2020-10-26 22:49:44.900547269, OFF, OFF, OFF, OFF
2020-10-26 22:49:45.900547270, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:45.931547270, READOUT, OFF, OFF, OFF
2020-10-26 22:49:46.770547271, OFF, WORK, OFF, OFF
2020-10-26 22:49:46.815547271, OFF, OFF, OFF, OFF
2020-10-26 22:49:47.816547272, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:47.847547272, READOUT, OFF, OFF, OFF
2020-10-26 22:49:48.686547273, OFF, WORK, OFF, OFF
2020-10-26 22:49:48.731547273, OFF, OFF, OFF, OFF
2020-10-26 22:49:49.732547274, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:49.763547274, READOUT, OFF, OFF, OFF
2020-10-26 22:49:50.602547275, OFF, WORK, OFF, OFF
2020-10-26 22:49:50.647547275, OFF, OFF, OFF, OFF
2020-10-26 22:49:51.648547276, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:51.680547276, READOUT, OFF, OFF, OFF
2020-10-26 22:49:52.518547277, OFF, WORK, OFF, OFF
2020-10-26 22:49:52.562547277, OFF, OFF, OFF, OFF
2020-10-26 22:49:53.564547278, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:53.595547278, READOUT, OFF, OFF, OFF
2020-10-26 22:49:54.434547279, OFF, WORK, OFF, OFF
2020-10-26 22:49:54.479547279, OFF, OFF, OFF, OFF
2020-10-26 22:49:55.480547280, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:55.511547280, READOUT, OFF, OFF, OFF
2020-10-26 22:49:56.350547281, OFF, WORK, OFF, OFF
2020-10-26 22:49:56.395547281, OFF, OFF, OFF, OFF
2020-10-26 22:49:57.396547282, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:57.427547282, READOUT, OFF, OFF, OFF
2020-10-26 22:49:58.266547283, OFF, WORK, OFF, OFF
2020-10-26 22:49:58.311547283, OFF, OFF, OFF, OFF
2020-10-26 22:49:59.312547284, IMAGING, OFF, OFF, OFF
2020-10-26 22:49:59.344547284, READOUT, OFF, OFF, OFF
2020-10-26 22:50:1.183547285, OFF, WORK, OFF, OFF
2020-10-26 22:50:1.186547285, IMAGING, WORK, OFF, OFF
2020-10-26 22:50:1.217547285, READOUT, WORK, OFF, OFF
2020-10-26 22:50:1.228547285, READOUT, OFF, OFF, OFF
2020-10-26 22:50:2.56547286, OFF, WORK, OFF, OFF
2020-10-26 22:50:2.101547286, OFF, OFF, OFF, OFF
2020-10-26 22:50:3.102547287, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:3.133547287, READOUT, OFF, OFF, OFF
2020-10-26 22:50:3.972547287, OFF, WORK, OFF, OFF
2020-10-26 22:50:4.17547288, OFF, OFF, OFF, OFF
2020-10-26 22:50:5.18547289, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:5.49547289, READOUT, OFF, OFF, OFF
2020-10-26 22:50:5.887547289, OFF, WORK, OFF, OFF
2020-10-26 22:50:5.931547289, OFF, OFF, OFF, OFF
2020-10-26 22:50:6.933547290, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:6.965547290, READOUT, OFF, OFF, OFF
2020-10-26 22:50:7.804547291, OFF, WORK, OFF, OFF
2020-10-26 22:50:7.849547291, OFF, OFF, OFF, OFF
2020-10-26 22:50:8.848547292, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:8.879547292, READOUT, OFF, OFF, OFF
2020-10-26 22:50:9.718547293, OFF, WORK, OFF, OFF
2020-10-26 22:50:9.763547293, OFF, OFF, OFF, OFF
2020-10-26 22:50:10.763547294, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:10.794547294, READOUT, OFF, OFF, OFF
2020-10-26 22:50:11.633547295, OFF, WORK, OFF, OFF
2020-10-26 22:50:11.678547295, OFF, OFF, OFF, OFF
2020-10-26 22:50:12.678547296, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:12.709547296, READOUT, OFF, OFF, OFF
2020-10-26 22:50:13.548547297, OFF, WORK, OFF, OFF
2020-10-26 22:50:13.593547297, OFF, OFF, OFF, OFF
2020-10-26 22:50:14.593547298, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:14.625547298, READOUT, OFF, OFF, OFF
2020-10-26 22:50:15.464547299, OFF, WORK, OFF, OFF
2020-10-26 22:50:15.509547299, OFF, OFF, OFF, OFF
2020-10-26 22:50:16.508547300, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:16.539547300, READOUT, OFF, OFF, OFF
2020-10-26 22:50:17.378547301, OFF, WORK, OFF, OFF
2020-10-26 22:50:17.423547301, OFF, OFF, OFF, OFF
2020-10-26 22:50:18.423547302, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:18.454547302, READOUT, OFF, OFF, OFF
2020-10-26 22:50:19.292547303, OFF, WORK, OFF, OFF
2020-10-26 22:50:19.336547303, OFF, OFF, OFF, OFF
2020-10-26 22:50:20.338547304, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:20.369547304, READOUT, OFF, OFF, OFF
2020-10-26 22:50:21.208547305, OFF, WORK, OFF, OFF
2020-10-26 22:50:21.253547305, OFF, OFF, OFF, OFF
2020-10-26 22:50:22.253547306, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:22.285547306, READOUT, OFF, OFF, OFF
2020-10-26 22:50:23.124547307, OFF, WORK, OFF, OFF
2020-10-26 22:50:23.169547307, OFF, OFF, OFF, OFF
2020-10-26 22:50:24.168547308, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:24.199547308, READOUT, OFF, OFF, OFF
2020-10-26 22:50:25.38547309, OFF, WORK, OFF, OFF
2020-10-26 22:50:25.83547309, OFF, OFF, OFF, OFF
2020-10-26 22:50:26.83547310, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:26.114547310, READOUT, OFF, OFF, OFF
2020-10-26 22:50:26.953547310, OFF, WORK, OFF, OFF
2020-10-26 22:50:26.998547310, OFF, OFF, OFF, OFF
2020-10-26 22:50:27.998547311, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:28.30547312, READOUT, OFF, OFF, OFF
2020-10-26 22:50:28.869547312, OFF, WORK, OFF, OFF
2020-10-26 22:50:28.914547312, OFF, OFF, OFF, OFF
2020-10-26 22:50:29.912547313, IMAGING, OFF, OFF, OFF
2020-10-26 22:50:29.943547313, READOUT, OFF, OFF, OFF
2020-10-26 22:50:30.782547314, OFF, WORK, OFF, OFF
2020-10-26 22:50:30.827547314, OFF, OFF, OFF, OFF
2020-10-26 22:50:31.826547315, IMAGING, OFF, OFF, OFF
