date_time, camera_state, computer_state, rx_state, tx_state
2020-10-26 21:45:50.511899885, OFF, OFF, RX, OFF
2020-10-26 21:45:50.558899885, OFF, OFF, OFF, OFF
2020-10-26 21:45:52.363899887, IMAGING, OFF, OFF, OFF
2020-10-26 21:45:52.395899887, READOUT, OFF, OFF, OFF
2020-10-26 21:45:53.234899888, OFF, WORK, OFF, OFF
2020-10-26 21:45:54.119899889, OFF, OFF, OFF, OFF
2020-10-26 21:45:54.215899889, IMAGING, OFF, OFF, OFF
2020-10-26 21:45:54.216899889, OFF, OFF, OFF, OFF
2020-10-26 21:45:56.67899891, IMAGING, OFF, OFF, OFF
2020-10-26 21:45:56.68899891, OFF, OFF, OFF, OFF
2020-10-26 21:45:57.959899892, IMAGING, OFF, OFF, OFF
2020-10-26 21:45:57.960899892, OFF, OFF, OFF, OFF
2020-10-26 21:45:59.811899894, IMAGING, OFF, OFF, OFF
2020-10-26 21:45:59.812899894, OFF, OFF, OFF, OFF
2020-10-26 21:46:1.623899895, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:1.624899895, OFF, OFF, OFF, OFF
2020-10-26 21:46:3.475899897, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:3.657899897, READOUT, OFF, OFF, OFF
2020-10-26 21:46:4.496899898, READOUT, WORK, OFF, OFF
2020-10-26 21:46:4.570899898, OFF, OFF, OFF, OFF
2020-10-26 21:46:5.327899899, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:5.328899899, OFF, OFF, OFF, OFF
2020-10-26 21:46:7.179899901, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:7.241899901, READOUT, OFF, OFF, OFF
2020-10-26 21:46:8.6899902, READOUT, WORK, OFF, OFF
2020-10-26 21:46:8.191899902, OFF, OFF, OFF, OFF
2020-10-26 21:46:9.31899903, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:9.32899903, OFF, OFF, OFF, OFF
2020-10-26 21:46:10.884899904, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:10.945899904, READOUT, OFF, OFF, OFF
2020-10-26 21:46:11.599899905, READOUT, WORK, OFF, OFF
2020-10-26 21:46:11.866899905, OFF, OFF, OFF, OFF
2020-10-26 21:46:12.737899906, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:12.738899906, OFF, OFF, OFF, OFF
2020-10-26 21:46:14.590899908, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:14.652899908, READOUT, OFF, OFF, OFF
2020-10-26 21:46:15.224899909, READOUT, WORK, OFF, OFF
2020-10-26 21:46:15.539899909, OFF, OFF, OFF, OFF
2020-10-26 21:46:16.443899910, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:16.444899910, OFF, OFF, OFF, OFF
2020-10-26 21:46:18.296899912, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:18.357899912, READOUT, OFF, OFF, OFF
2020-10-26 21:46:18.881899912, READOUT, WORK, OFF, OFF
2020-10-26 21:46:19.228899913, OFF, OFF, OFF, OFF
2020-10-26 21:46:19.710899913, OFF, OFF, RX, TX
2020-10-26 21:46:19.711899913, OFF, OFF, OFF, OFF
2020-10-26 21:46:20.149899914, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:20.150899914, OFF, OFF, OFF, OFF
2020-10-26 21:46:22.2899916, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:22.64899916, READOUT, OFF, OFF, OFF
2020-10-26 21:46:22.556899916, READOUT, WORK, OFF, OFF
2020-10-26 21:46:22.922899916, OFF, OFF, OFF, OFF
2020-10-26 21:46:23.855899917, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:23.856899917, OFF, OFF, OFF, OFF
2020-10-26 21:46:25.708899919, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:25.769899919, READOUT, OFF, OFF, OFF
2020-10-26 21:46:26.241899920, READOUT, WORK, OFF, OFF
2020-10-26 21:46:26.621899920, OFF, OFF, OFF, OFF
2020-10-26 21:46:27.561899921, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:27.562899921, OFF, OFF, OFF, OFF
2020-10-26 21:46:29.414899923, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:29.476899923, READOUT, OFF, OFF, OFF
2020-10-26 21:46:29.935899923, READOUT, WORK, OFF, OFF
2020-10-26 21:46:30.321899924, OFF, OFF, OFF, OFF
2020-10-26 21:46:31.267899925, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:31.268899925, OFF, OFF, OFF, OFF
2020-10-26 21:46:33.121899927, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:33.182899927, READOUT, OFF, OFF, OFF
2020-10-26 21:46:33.635899927, READOUT, WORK, OFF, OFF
2020-10-26 21:46:34.26899928, OFF, OFF, OFF, OFF
2020-10-26 21:46:34.975899928, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:34.976899928, OFF, OFF, OFF, OFF
2020-10-26 21:46:36.829899930, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:36.891899930, READOUT, OFF, OFF, OFF
2020-10-26 21:46:37.339899931, READOUT, WORK, OFF, OFF
2020-10-26 21:46:37.733899931, OFF, OFF, OFF, OFF
2020-10-26 21:46:38.683899932, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:38.684899932, OFF, OFF, OFF, OFF
2020-10-26 21:46:40.537899934, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:40.599899934, READOUT, OFF, OFF, OFF
2020-10-26 21:46:41.44899935, READOUT, WORK, OFF, OFF
2020-10-26 21:46:41.439899935, OFF, OFF, OFF, OFF
2020-10-26 21:46:42.391899936, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:42.392899936, OFF, OFF, OFF, OFF
2020-10-26 21:46:44.245899938, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:44.306899938, READOUT, OFF, OFF, OFF
2020-10-26 21:46:44.750899938, READOUT, WORK, OFF, OFF
2020-10-26 21:46:45.147899939, OFF, OFF, OFF, OFF
2020-10-26 21:46:46.99899940, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:46.100899940, OFF, OFF, OFF, OFF
2020-10-26 21:46:47.953899941, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:48.15899942, READOUT, OFF, OFF, OFF
2020-10-26 21:46:48.457899942, READOUT, WORK, OFF, OFF
2020-10-26 21:46:48.854899942, OFF, OFF, OFF, OFF
2020-10-26 21:46:49.807899943, IMAGING, OFF, OFF, OFF
2020-10-26 21:46:49.808899943, OFF, OFF, OFF, OFF
2020-10-26 21:46:51.661899945, IMAGING, OFF, OFF, OFF
