date_time, altidute_km, x_km, y_km, z_km
2020-10-26 22:9:47.25267653, 551.3963879532225, 356.4157482897013, -5716.989499570034, 3887.6373696598193
2020-10-26 22:9:48.877267654, 551.3831803267767, 366.9429935904876, -5721.7544518385885, 3879.665575308187
2020-10-26 22:9:50.729267656, 551.3699941172315, 377.4687639773711, -5726.495926250652, 3871.6777840685045
2020-10-26 22:9:52.620267658, 551.3565526851514, 388.21462266151184, -5731.313002971438, 3863.5053115996266
2020-10-26 22:9:54.471267660, 551.3434179041478, 398.73159900292575, -5736.004438987358, 3855.4896242393247
2020-10-26 22:9:56.322267662, 551.3303055581637, 409.24697176951105, -5740.672363300537, 3847.4580559920855
2020-10-26 22:9:58.173267664, 551.3172159915423, 419.7606978745219, -5745.316756517556, 3839.410639658101
2020-10-26 22:10:1.267666, 551.2972692686903, 435.814852575034, -5752.364599930502, 3827.0894499073784
2020-10-26 22:10:2.851267667, 551.2842388060317, 446.3242250871287, -5756.9494376198645, 3819.002127624204
2020-10-26 22:10:4.702267669, 551.2712323364306, 456.83179901104967, -5761.510676574543, 3810.899073469484
2020-10-26 22:10:6.553267671, 551.2582502036971, 467.3375312816783, -5766.048297832772, 3802.780320544357
2020-10-26 22:10:8.404267673, 551.2452927515112, 477.84137884608856, -5770.562282531415, 3794.6459020107472
2020-10-26 22:10:10.255267675, 551.2323603234036, 488.34329865803284, -5775.052611903535, 3786.4958510956
2020-10-26 22:10:12.106267677, 551.2194532627632, 498.8432476781672, -5779.519267278504, 3778.330201090735
2020-10-26 22:10:13.957267678, 551.2065719128286, 509.34118286846245, -5783.962230079655, 3770.14898535719
2020-10-26 22:10:15.807267680, 551.1937235546254, 519.8313913955473, -5788.379100744587, 3761.9566697756404
2020-10-26 22:10:17.657267682, 551.1809015644112, 530.3195023471848, -5792.772267621597, 3753.7488720916986
2020-10-26 22:10:19.507267684, 551.1681062843647, 540.8054727828793, -5797.141712455578, 3745.5256258010486
2020-10-26 22:10:21.357267686, 551.1553380564949, 551.2892597698988, -5801.487417087941, 3737.2869644634397
2020-10-26 22:10:23.207267688, 551.1425972226205, 561.7708203834111, -5805.809363456665, 3729.032921702581
2020-10-26 22:10:25.57267690, 551.1298841243702, 572.2501117066811, -5810.107533596397, 3720.763531205991
2020-10-26 22:10:26.907267691, 551.1171991031956, 582.7270908255363, -5814.381909636208, 3712.478826729389
2020-10-26 22:10:28.757267693, 551.1045425003126, 593.201714851227, -5818.632473808903, 3704.17884207861
2020-10-26 22:10:30.607267695, 551.0919146567512, 603.673940886676, -5822.859208437271, 3695.863611136293
2020-10-26 22:10:32.457267697, 551.0793159133179, 614.1437260491934, -5827.0620959433645, 3687.53316784394
2020-10-26 22:10:34.307267699, 551.0667466106088, 624.6110274650788, -5831.241118846308, 3679.18754620619
2020-10-26 22:10:36.157267701, 551.0542070889846, 635.075802269758, -5835.3962597623495, 3670.8267802907008
2020-10-26 22:10:38.6267703, 551.041704442215, 645.5323530636517, -5839.525274760234, 3662.4554358040295
