date_time, gnd_id
2020-10-26 23:13:6.83865411, 22115
2020-10-26 23:16:45.543865627, 35140
2020-10-26 23:24:44.53866098, 38140
2020-10-26 23:37:47.683866868, 37122
2020-10-26 23:45:4.920867297, 30097
2020-10-26 23:51:8.448867655, 29082
2020-10-27 1:1:1.868179, 35140
2020-10-27 1:1:52.782868230, 38140
2020-10-27 1:14:37.954868982, 37122
2020-10-27 1:22:46.463869463, 30097
2020-10-27 2:40:19.972873979, 38140
