date_time, camera_state, computer_state, rx_state, tx_state
2020-10-26 22:53:37.288775224, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:37.320775224, READOUT, OFF, OFF, OFF
2020-10-26 22:53:38.159775225, OFF, WORK, OFF, OFF
2020-10-26 22:53:39.40775226, OFF, OFF, OFF, OFF
2020-10-26 22:53:39.191775226, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:39.192775226, OFF, OFF, OFF, OFF
2020-10-26 22:53:41.94775228, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:41.95775228, OFF, OFF, OFF, OFF
2020-10-26 22:53:43.38775230, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:43.39775230, OFF, OFF, OFF, OFF
2020-10-26 22:53:44.941775231, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:44.942775231, OFF, OFF, OFF, OFF
2020-10-26 22:53:46.844775233, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:46.996775233, READOUT, OFF, OFF, OFF
2020-10-26 22:53:47.714775234, OFF, OFF, OFF, OFF
2020-10-26 22:53:48.747775235, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:48.748775235, OFF, OFF, OFF, OFF
2020-10-26 22:53:50.650775237, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:50.712775237, READOUT, OFF, OFF, OFF
2020-10-26 22:53:50.833775237, READOUT, WORK, OFF, OFF
2020-10-26 22:53:51.404775238, OFF, OFF, OFF, OFF
2020-10-26 22:53:52.552775239, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:52.553775239, OFF, OFF, OFF, OFF
2020-10-26 22:53:54.454775241, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:54.515775241, READOUT, OFF, OFF, OFF
2020-10-26 22:53:54.783775241, READOUT, WORK, OFF, OFF
2020-10-26 22:53:55.300775242, OFF, OFF, OFF, OFF
2020-10-26 22:53:56.356775243, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:56.357775243, OFF, OFF, OFF, OFF
2020-10-26 22:53:58.258775245, IMAGING, OFF, OFF, OFF
2020-10-26 22:53:58.320775245, READOUT, OFF, OFF, OFF
2020-10-26 22:53:58.642775245, READOUT, WORK, OFF, OFF
2020-10-26 22:53:59.120775246, OFF, OFF, OFF, OFF
2020-10-26 22:54:1.775247, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:1.1775247, OFF, OFF, OFF, OFF
2020-10-26 22:54:2.902775248, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:2.963775248, READOUT, OFF, OFF, OFF
2020-10-26 22:54:3.324775249, READOUT, WORK, OFF, OFF
2020-10-26 22:54:3.759775249, OFF, OFF, OFF, OFF
2020-10-26 22:54:4.804775250, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:4.805775250, OFF, OFF, OFF, OFF
2020-10-26 22:54:6.705775252, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:6.767775252, READOUT, OFF, OFF, OFF
2020-10-26 22:54:7.171775253, READOUT, WORK, OFF, OFF
2020-10-26 22:54:7.609775253, OFF, OFF, OFF, OFF
2020-10-26 22:54:8.606775254, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:8.607775254, OFF, OFF, OFF, OFF
2020-10-26 22:54:10.507775256, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:10.568775256, READOUT, OFF, OFF, OFF
2020-10-26 22:54:10.969775256, READOUT, WORK, OFF, OFF
2020-10-26 22:54:11.402775257, OFF, OFF, OFF, OFF
2020-10-26 22:54:12.408775258, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:12.409775258, OFF, OFF, OFF, OFF
2020-10-26 22:54:14.309775260, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:14.371775260, READOUT, OFF, OFF, OFF
2020-10-26 22:54:14.776775260, READOUT, WORK, OFF, OFF
2020-10-26 22:54:15.208775261, OFF, OFF, OFF, OFF
2020-10-26 22:54:16.210775262, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:16.211775262, OFF, OFF, OFF, OFF
2020-10-26 22:54:18.111775264, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:18.172775264, READOUT, OFF, OFF, OFF
2020-10-26 22:54:18.579775264, READOUT, WORK, OFF, OFF
2020-10-26 22:54:19.10775265, OFF, OFF, OFF, OFF
2020-10-26 22:54:20.11775266, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:20.12775266, OFF, OFF, OFF, OFF
2020-10-26 22:54:21.911775267, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:21.973775267, READOUT, OFF, OFF, OFF
2020-10-26 22:54:22.381775268, READOUT, WORK, OFF, OFF
2020-10-26 22:54:22.810775268, OFF, OFF, OFF, OFF
2020-10-26 22:54:23.811775269, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:23.812775269, OFF, OFF, OFF, OFF
2020-10-26 22:54:25.711775271, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:25.772775271, READOUT, OFF, OFF, OFF
2020-10-26 22:54:26.182775272, READOUT, WORK, OFF, OFF
2020-10-26 22:54:26.611775272, OFF, OFF, OFF, OFF
2020-10-26 22:54:27.611775273, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:27.612775273, OFF, OFF, OFF, OFF
2020-10-26 22:54:29.511775275, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:29.573775275, READOUT, OFF, OFF, OFF
2020-10-26 22:54:29.983775275, READOUT, WORK, OFF, OFF
2020-10-26 22:54:30.412775276, OFF, OFF, OFF, OFF
2020-10-26 22:54:31.411775277, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:31.412775277, OFF, OFF, OFF, OFF
2020-10-26 22:54:33.310775279, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:33.371775279, READOUT, OFF, OFF, OFF
2020-10-26 22:54:33.781775279, READOUT, WORK, OFF, OFF
2020-10-26 22:54:34.209775280, OFF, OFF, OFF, OFF
2020-10-26 22:54:35.209775281, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:35.210775281, OFF, OFF, OFF, OFF
2020-10-26 22:54:37.108775283, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:37.170775283, READOUT, OFF, OFF, OFF
2020-10-26 22:54:37.581775283, READOUT, WORK, OFF, OFF
2020-10-26 22:54:38.9775284, OFF, OFF, OFF, OFF
2020-10-26 22:54:39.7775285, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:39.8775285, OFF, OFF, OFF, OFF
2020-10-26 22:54:40.906775286, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:40.967775286, READOUT, OFF, OFF, OFF
2020-10-26 22:54:41.377775287, READOUT, WORK, OFF, OFF
2020-10-26 22:54:41.805775287, OFF, OFF, OFF, OFF
2020-10-26 22:54:42.845775288, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:42.846775288, OFF, OFF, OFF, OFF
2020-10-26 22:54:44.744775290, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:44.806775290, READOUT, OFF, OFF, OFF
2020-10-26 22:54:45.217775291, READOUT, WORK, OFF, OFF
2020-10-26 22:54:45.651775291, OFF, OFF, OFF, OFF
2020-10-26 22:54:46.642775292, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:46.643775292, OFF, OFF, OFF, OFF
2020-10-26 22:54:48.540775294, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:48.601775294, READOUT, OFF, OFF, OFF
2020-10-26 22:54:49.6775295, READOUT, WORK, OFF, OFF
2020-10-26 22:54:49.436775295, OFF, OFF, OFF, OFF
2020-10-26 22:54:50.438775296, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:50.439775296, OFF, OFF, OFF, OFF
2020-10-26 22:54:52.336775298, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:52.398775298, READOUT, OFF, OFF, OFF
2020-10-26 22:54:52.807775298, READOUT, WORK, OFF, OFF
2020-10-26 22:54:53.236775299, OFF, OFF, OFF, OFF
2020-10-26 22:54:54.234775300, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:54.235775300, OFF, OFF, OFF, OFF
2020-10-26 22:54:56.132775302, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:56.193775302, READOUT, OFF, OFF, OFF
2020-10-26 22:54:56.603775302, READOUT, WORK, OFF, OFF
2020-10-26 22:54:57.31775303, OFF, OFF, OFF, OFF
2020-10-26 22:54:58.30775304, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:58.31775304, OFF, OFF, OFF, OFF
2020-10-26 22:54:59.927775305, IMAGING, OFF, OFF, OFF
2020-10-26 22:54:59.989775305, READOUT, OFF, OFF, OFF
2020-10-26 22:55:1.400775306, READOUT, WORK, OFF, OFF
2020-10-26 22:55:1.783775306, IMAGING, WORK, OFF, OFF
2020-10-26 22:55:1.784775306, OFF, OFF, OFF, OFF
2020-10-26 22:55:3.680775308, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:3.741775308, READOUT, OFF, OFF, OFF
2020-10-26 22:55:4.197775309, READOUT, WORK, OFF, OFF
2020-10-26 22:55:4.447775309, OFF, OFF, OFF, OFF
2020-10-26 22:55:5.577775310, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:5.578775310, OFF, OFF, OFF, OFF
2020-10-26 22:55:7.474775312, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:7.536775312, READOUT, OFF, OFF, OFF
2020-10-26 22:55:8.124775313, READOUT, WORK, OFF, OFF
2020-10-26 22:55:8.488775313, OFF, OFF, OFF, OFF
2020-10-26 22:55:9.371775314, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:9.372775314, OFF, OFF, OFF, OFF
2020-10-26 22:55:11.268775316, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:11.329775316, READOUT, OFF, OFF, OFF
2020-10-26 22:55:11.804775316, READOUT, WORK, OFF, OFF
2020-10-26 22:55:12.181775317, OFF, OFF, OFF, OFF
2020-10-26 22:55:13.164775318, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:13.165775318, OFF, OFF, OFF, OFF
2020-10-26 22:55:15.60775320, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:15.122775320, READOUT, OFF, OFF, OFF
2020-10-26 22:55:15.584775320, READOUT, WORK, OFF, OFF
2020-10-26 22:55:15.983775320, OFF, OFF, OFF, OFF
2020-10-26 22:55:16.956775321, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:16.957775321, OFF, OFF, OFF, OFF
2020-10-26 22:55:18.852775323, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:18.914775323, READOUT, OFF, OFF, OFF
2020-10-26 22:55:19.354775324, READOUT, WORK, OFF, OFF
2020-10-26 22:55:19.763775324, OFF, OFF, OFF, OFF
2020-10-26 22:55:20.748775325, IMAGING, OFF, OFF, OFF
2020-10-26 22:55:20.749775325, OFF, OFF, OFF, OFF
