date_time, gnd_id
2020-10-26 23:12:21.50409915, 22115
2020-10-26 23:16:58.777410188, 35140
2020-10-26 23:25:6.861410667, 38140
2020-10-26 23:38:3.10411431, 37122
2020-10-26 23:45:34.770411875, 30097
2020-10-26 23:51:25.297412220, 29082
2020-10-27 1:1:1.412727, 35140
2020-10-27 1:2:13.8412798, 38140
2020-10-27 1:14:55.729413548, 37122
2020-10-27 1:23:9.625414033, 30097
2020-10-27 2:40:59.969418567, 38140
