date_time, camera_state, computer_state, rx_state, tx_state
2020-10-26 21:49:51.484127848, IMAGING, OFF, OFF, OFF
2020-10-26 21:49:51.516127848, READOUT, OFF, OFF, OFF
2020-10-26 21:49:52.355127849, OFF, WORK, OFF, OFF
2020-10-26 21:49:53.238127850, OFF, OFF, OFF, OFF
2020-10-26 21:49:53.346127850, IMAGING, OFF, OFF, OFF
2020-10-26 21:49:53.347127850, OFF, OFF, OFF, OFF
2020-10-26 21:49:55.209127852, IMAGING, OFF, OFF, OFF
2020-10-26 21:49:55.210127852, OFF, OFF, OFF, OFF
2020-10-26 21:49:57.112127854, IMAGING, OFF, OFF, OFF
2020-10-26 21:49:57.113127854, OFF, OFF, OFF, OFF
2020-10-26 21:49:58.975127855, IMAGING, OFF, OFF, OFF
2020-10-26 21:49:58.976127855, OFF, OFF, OFF, OFF
2020-10-26 21:50:1.127857, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:1.1127857, OFF, OFF, OFF, OFF
2020-10-26 21:50:2.863127858, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:3.45127859, READOUT, OFF, OFF, OFF
2020-10-26 21:50:3.884127859, READOUT, WORK, OFF, OFF
2020-10-26 21:50:4.31127860, OFF, OFF, OFF, OFF
2020-10-26 21:50:4.726127860, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:4.727127860, OFF, OFF, OFF, OFF
2020-10-26 21:50:6.589127862, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:6.651127862, READOUT, OFF, OFF, OFF
2020-10-26 21:50:7.343127863, READOUT, WORK, OFF, OFF
2020-10-26 21:50:7.556127863, OFF, OFF, OFF, OFF
2020-10-26 21:50:8.452127864, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:8.453127864, OFF, OFF, OFF, OFF
2020-10-26 21:50:10.315127866, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:10.376127866, READOUT, OFF, OFF, OFF
2020-10-26 21:50:11.2127867, READOUT, WORK, OFF, OFF
2020-10-26 21:50:11.297127867, OFF, OFF, OFF, OFF
2020-10-26 21:50:12.178127868, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:12.179127868, OFF, OFF, OFF, OFF
2020-10-26 21:50:14.41127870, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:14.103127870, READOUT, OFF, OFF, OFF
2020-10-26 21:50:14.647127870, READOUT, WORK, OFF, OFF
2020-10-26 21:50:14.980127870, OFF, OFF, OFF, OFF
2020-10-26 21:50:15.904127871, IMAGING, OFF, OFF, OFF
2020-10-26 21:50:15.905127871, OFF, OFF, OFF, OFF
2020-10-26 21:50:17.767127873, IMAGING, OFF, OFF, OFF
