date_time, gnd_id
2020-10-26 23:11:56.560726713, 22115
2020-10-26 23:17:50.526727061, 35140
2020-10-26 23:25:38.706727521, 38140
2020-10-26 23:38:26.895728276, 37122
2020-10-26 23:46:20.344728742, 30097
2020-10-27 1:1:1.729549, 35140
2020-10-27 1:2:38.463729645, 38140
2020-10-27 1:15:23.551730397, 37122
2020-10-27 1:23:41.493730887, 30097
2020-10-27 2:41:59.337735448, 38140
