date_time, gnd_id
2020-10-26 23:16:22.635004233, 35140
2020-10-26 23:23:36.305004660, 38140
2020-10-26 23:37:11.64005461, 37122
2020-10-26 23:43:44.546005848, 30097
2020-10-26 23:50:16.560006233, 29082
2020-10-27 1:1:1.6808, 35140
2020-10-27 1:1:3.604006810, 38140
2020-10-27 1:13:54.127007569, 37122
2020-10-27 1:21:38.395008025, 30097
2020-10-27 2:38:41.195012512, 38140
