date_time, gnd_id
2020-10-26 21:40:43.742216405, 35140
2020-10-26 21:47:14.372216789, 38140
2020-10-26 22:1:12.908217554, 37122
2020-10-26 22:7:11.780217907, 30097
2020-10-26 22:13:59.630218309, 29082
2020-10-26 23:12:24.253221696, 22115
2020-10-26 23:20:34.965222178, 35140
2020-10-26 23:27:17.264222574, 38140
2020-10-26 23:40:5.340223329, 37122
2020-10-26 23:48:23.114223819, 30097
2020-10-27 1:2:2.600224565, 38140
