date_time, altidute_km, x_km, y_km, z_km
2020-10-26 22:17:45.231723575, 549.6043551393109, 2905.8041974125767, -6129.765154766601, 1401.3220194465064
2020-10-26 22:17:47.69723577, 549.606783068983, 2914.4972440907213, -6128.109348656843, 1390.54812830214
2020-10-26 22:17:48.907723578, 549.6093004916232, 2923.178516275472, -6126.4287052270865, 1379.768544005583
2020-10-26 22:17:50.782723580, 549.6119609400664, 2932.022378479081, -6124.688643955148, 1368.7661395886596
2020-10-26 22:17:52.620723582, 549.6146595464052, 2940.679757119836, -6122.957846047016, 1357.9751877692654
2020-10-26 22:17:54.458723584, 549.6174480351922, 2949.325254895581, -6121.202230975939, 1347.1786749163082
2020-10-26 22:17:56.296723586, 549.620326532612, 2957.9588366796115, -6119.421805619896, 1336.3766448252763
2020-10-26 22:17:58.134723588, 549.6232951634684, 2966.580467393106, -6117.616576958041, 1325.569141314987
2020-10-26 22:17:59.972723589, 549.6263540511662, 2975.1901120005914, -6115.786552071661, 1314.756208233309
2020-10-26 22:18:1.770723590, 549.6294338180238, 2983.6007554912085, -6113.972367877264, 1304.1733832127381
2020-10-26 22:18:3.608723592, 549.6326716132884, 2992.186585745173, -6112.093311426157, 1293.34983837406
2020-10-26 22:18:5.446723594, 549.6360000246951, 3000.760325853696, -6110.189480435281, 1282.520994665411
2020-10-26 22:18:7.284723596, 549.6394191701112, 3009.3219409784365, -6108.260882387081, 1271.6868960192064
2020-10-26 22:18:9.121723598, 549.6429272315954, 3017.866748143092, -6106.3085943579335, 1260.8534851382165
2020-10-26 22:18:10.958723599, 549.6465261595804, 3026.3993740736946, -6104.331581462301, 1250.0149128538803
2020-10-26 22:18:12.795723601, 549.6502160675376, 3034.919784144443, -6102.3298514706685, 1239.1712230812575
2020-10-26 22:18:14.632723603, 549.6539970675277, 3043.427943764651, -6100.303412257477, 1228.3224597748174
2020-10-26 22:18:16.469723605, 549.657869270195, 3051.923818397588, -6098.25227179676, 1217.4686669045093
2020-10-26 22:18:18.306723607, 549.6618327847727, 3060.407373555789, -6096.176438163242, 1206.6098884617481
2020-10-26 22:18:20.143723609, 549.6658877190876, 3068.8785748013925, -6094.0759195322635, 1195.746168458961
2020-10-26 22:18:21.980723610, 549.6700341795419, 3077.3373877415247, -6091.95072418095, 1184.877550935525
2020-10-26 22:18:23.817723612, 549.6742722711223, 3085.783778046957, -6089.800860483514, 1174.0040799338176
2020-10-26 22:18:25.654723614, 549.6786020973934, 3094.217711424569, -6087.626336918189, 1163.1257995345675
2020-10-26 22:18:27.491723616, 549.6830237604893, 3102.6391536359292, -6085.4271620625705, 1152.2427538330026
2020-10-26 22:18:29.328723618, 549.6875373611226, 3111.0480704928436, -6083.203344594735, 1141.3549869446022
2020-10-26 22:18:31.165723620, 549.6921429985777, 3119.444427857499, -6080.954893293221, 1130.4625430048507
2020-10-26 22:18:33.2723622, 549.6968407707009, 3127.82819164259, -6078.681817036981, 1119.5654661691333
2020-10-26 22:18:34.839723623, 549.7016307739075, 3136.19932780691, -6076.384124806619, 1108.6638006184696
2020-10-26 22:18:36.676723625, 549.7065131031748, 3144.557802373696, -6074.061825679339, 1097.7575905355898
2020-10-26 22:18:38.513723627, 549.7114878520525, 3152.9035814035183, -6071.714928836414, 1086.8468801403012
2020-10-26 22:18:40.350723629, 549.716555112627, 3161.236631012516, -6069.343443558164, 1075.9317136656832
2020-10-26 22:18:42.187723631, 549.7217149755571, 3169.5569173681047, -6066.947379225157, 1065.012135363743
2020-10-26 22:18:44.24723633, 549.7269675300563, 3177.864406689053, -6064.5267453182005, 1054.0881895052767
2020-10-26 22:18:45.861723634, 549.7323128638708, 3186.1590652411046, -6062.08155141961, 1043.1599203856356
2020-10-26 22:18:47.698723636, 549.7377510633261, 3194.440859355232, -6059.611807207866, 1032.2273723007254
2020-10-26 22:18:49.535723638, 549.7432822132768, 3202.7097554006177, -6057.11752246555, 1021.2905895825539
2020-10-26 22:18:51.410723640, 549.7490237211632, 3211.1363651078277, -6054.546344211506, 1010.1232487707282
2020-10-26 22:18:53.248723642, 549.754746086617, 3219.383579318814, -6052.001109568944, 999.1720852266266
2020-10-26 22:18:55.86723644, 549.7605617515859, 3227.617780027698, -6049.43133786255, 988.2168166116843
2020-10-26 22:18:56.924723645, 549.7664707951903, 3235.8389337588046, -6046.83703929389, 977.2574874019529
2020-10-26 22:18:58.762723647, 549.7724732950941, 3244.0470071025084, -6044.218224160427, 966.2941420729271
2020-10-26 22:19:1.723649, 549.7799083938687, 3254.0236774049067, -6040.996396602808, 952.9395096049197
2020-10-26 22:19:2.838723650, 549.7861184147541, 3262.202624338374, -6038.323250107846, 941.9674168429915
2020-10-26 22:19:4.676723652, 549.7924221318384, 3270.3683837144813, -6035.625620869643, 930.991451221344
2020-10-26 22:19:6.514723654, 549.7988196165674, 3278.5209223336, -6032.903519611905, 920.0116573045851
2020-10-26 22:19:8.352723656, 549.8053109389114, 3286.660207053912, -6030.156957156827, 909.0280796677165
2020-10-26 22:19:10.190723658, 549.8118961673728, 3294.7862047870763, -6027.385944426518, 898.0407629019581
2020-10-26 22:19:12.28723660, 549.8185753689551, 3302.8988824983526, -6024.590492442936, 887.0497516145664
2020-10-26 22:19:13.866723661, 549.825348609198, 3310.998207202382, -6021.770612329408, 876.0550904346231
2020-10-26 22:19:15.704723663, 549.8322159521451, 3319.0841459808685, -6018.926315304432, 865.0568239889298
2020-10-26 22:19:17.542723665, 549.8391774603556, 3327.15666595637, -6016.057612690827, 854.054996937696
2020-10-26 22:19:19.380723667, 549.8462331949056, 3335.215734310004, -6013.164515909586, 843.0496539504446
2020-10-26 22:19:21.218723669, 549.8533832153752, 3343.26131827718, -6010.247036481353, 832.0408397118324
